signal id;x;y;time;signal state
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28590.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28590.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28600.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28600.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28600.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28680.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28680.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28680.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28700.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28700.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28710.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28710.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28710.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28790.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28790.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28790.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28810.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28810.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28820.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28820.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28820.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28900.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28900.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28900.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28920.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28920.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28930.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28930.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28930.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;29010.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;29010.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;29010.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;29030.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;29030.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;29040.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;29040.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;29040.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;29120.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;29120.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;29120.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;29140.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;29140.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;29150.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;29150.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;29150.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;29230.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;29230.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;29230.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;29250.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;29250.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;29260.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;29260.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;29260.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;29340.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;29340.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;29340.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;29360.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;29360.0;GREEN
